AAPL,2025-11-03T07:50:00.720105,2413.2824,100,1,NASDAQ
RELIANCE,2025-11-03T07:50:01.720105,481.9773,200,1,BSE
TCS,2025-11-03T07:50:02.720105,593.1464,100,0,NASDAQ
TCS,2025-11-03T07:50:03.720105,1454.1097,10,1,BSE
TSLA,2025-11-03T07:50:04.720105,2832.3852,200,1,NSE
GOOG,2025-11-03T07:50:05.720105,894.0041,5,1,NSE
TSLA,2025-11-03T07:50:06.720105,1461.2267,50,1,NSE
AMZN,2025-11-03T07:50:07.720105,1839.8238,50,1,NSE
INFY,2025-11-03T07:50:08.720105,1087.6519,200,1,BSE
INFY,2025-11-03T07:50:09.720105,3190.4918,10,1,NASDAQ
AMZN,2025-11-03T07:50:10.720105,649.8083,50,0,BSE
AMZN,2025-11-03T07:50:11.720105,2997.332,50,1,NSE
MSFT,2025-11-03T07:50:12.720105,1055.8934,100,0,NASDAQ
INFY,2025-11-03T07:50:13.720105,2864.5665,100,1,BSE
TSLA,2025-11-03T07:50:14.720105,363.855,200,1,NSE
AAPL,2025-11-03T07:50:15.720105,2384.0694,50,0,NASDAQ
TSLA,2025-11-03T07:50:16.720105,3482.8801,100,0,BSE
TCS,2025-11-03T07:50:17.720105,2618.3627,100,1,BSE
AAPL,2025-11-03T07:50:18.720105,1192.3692,200,1,NASDAQ
TSLA,2025-11-03T07:50:19.720105,1795.9038,50,1,BSE
MSFT,2025-11-03T07:50:20.720105,861.6159,1,1,BSE
INFY,2025-11-03T07:50:21.720105,624.8403,200,0,NSE
MSFT,2025-11-03T07:50:22.720105,3246.6366,1,1,NSE
MSFT,2025-11-03T07:50:23.720105,2940.8863,200,0,BSE
AMZN,2025-11-03T07:50:24.720105,3348.1181,50,0,BSE
RELIANCE,2025-11-03T07:50:25.720105,746.3258,200,0,BSE
TSLA,2025-11-03T07:50:26.720105,2795.5811,50,1,NASDAQ
TCS,2025-11-03T07:50:27.720105,78.2421,1,0,NSE
AAPL,2025-11-03T07:50:28.720105,3020.2449,10,1,BSE
AAPL,2025-11-03T07:50:29.720105,1230.1946,100,0,NSE
AMZN,2025-11-03T07:50:30.720105,834.3001,100,0,BSE
INFY,2025-11-03T07:50:31.720105,127.2449,100,0,BSE
TCS,2025-11-03T07:50:32.720105,1748.5878,1,1,BSE
INFY,2025-11-03T07:50:33.720105,3195.3119,1,1,NASDAQ
INFY,2025-11-03T07:50:34.720105,263.2661,10,0,NASDAQ
RELIANCE,2025-11-03T07:50:35.720105,3246.058,100,1,NSE
GOOG,2025-11-03T07:50:36.720105,369.6905,5,1,NSE
INFY,2025-11-03T07:50:37.720105,225.9827,1,1,NSE
AAPL,2025-11-03T07:50:38.720105,629.132,10,0,BSE
AMZN,2025-11-03T07:50:39.720105,1630.4908,10,1,NASDAQ
TSLA,2025-11-03T07:50:40.720105,3415.2224,200,0,NSE
AAPL,2025-11-03T07:50:41.720105,3090.2631,10,1,BSE
MSFT,2025-11-03T07:50:42.720105,1298.9217,50,0,BSE
INFY,2025-11-03T07:50:43.720105,2887.6324,100,1,NSE
TSLA,2025-11-03T07:50:44.720105,1600.1765,200,0,BSE
AAPL,2025-11-03T07:50:45.720105,494.1507,5,0,NASDAQ
TSLA,2025-11-03T07:50:46.720105,1201.6316,10,1,BSE
GOOG,2025-11-03T07:50:47.720105,1394.6128,5,0,NSE
AMZN,2025-11-03T07:50:48.720105,999.4973,200,0,NSE
INFY,2025-11-03T07:50:49.720105,1044.5181,10,1,NASDAQ
RELIANCE,2025-11-03T07:50:50.720105,3332.9853,1,0,NSE
AAPL,2025-11-03T07:50:51.720105,2274.8701,1,0,NASDAQ
MSFT,2025-11-03T07:50:52.720105,1560.4806,200,0,BSE
AMZN,2025-11-03T07:50:53.720105,1915.028,5,1,NASDAQ
INFY,2025-11-03T07:50:54.720105,3287.4496,10,1,NASDAQ
AMZN,2025-11-03T07:50:55.720105,670.0829,1,0,NASDAQ
GOOG,2025-11-03T07:50:56.720105,476.7682,5,1,NSE
MSFT,2025-11-03T07:50:57.720105,1561.0739,1,0,NASDAQ
GOOG,2025-11-03T07:50:58.720105,3364.5703,200,1,NASDAQ
AMZN,2025-11-03T07:50:59.720105,2370.8124,200,0,NSE
INFY,2025-11-03T07:51:00.720105,788.8305,50,1,BSE
MSFT,2025-11-03T07:51:01.720105,833.8376,50,1,NASDAQ
RELIANCE,2025-11-03T07:51:02.720105,3317.0179,200,1,BSE
INFY,2025-11-03T07:51:03.720105,2566.9565,5,0,BSE
AMZN,2025-11-03T07:51:04.720105,601.7209,50,0,NSE
GOOG,2025-11-03T07:51:05.720105,1739.0154,200,0,NASDAQ
RELIANCE,2025-11-03T07:51:06.720105,1993.7307,10,1,NSE
RELIANCE,2025-11-03T07:51:07.720105,2355.3293,5,1,BSE
RELIANCE,2025-11-03T07:51:08.720105,1114.4658,100,1,NASDAQ
GOOG,2025-11-03T07:51:09.720105,2851.2835,10,1,BSE
MSFT,2025-11-03T07:51:10.720105,3092.5252,10,0,NSE
INFY,2025-11-03T07:51:11.720105,2007.1165,100,1,NSE
AMZN,2025-11-03T07:51:12.720105,327.9623,5,0,NSE
MSFT,2025-11-03T07:51:13.720105,1916.9642,100,0,BSE
INFY,2025-11-03T07:51:14.720105,1862.6731,1,0,BSE
AMZN,2025-11-03T07:51:15.720105,3082.5031,50,0,NSE
AMZN,2025-11-03T07:51:16.720105,3090.6655,10,1,NSE
TSLA,2025-11-03T07:51:17.720105,1144.296,1,0,NSE
RELIANCE,2025-11-03T07:51:18.720105,2275.0622,1,0,NSE
RELIANCE,2025-11-03T07:51:19.720105,2640.7237,100,0,NASDAQ
GOOG,2025-11-03T07:51:20.720105,2532.1205,200,0,NSE
RELIANCE,2025-11-03T07:51:21.720105,793.5746,1,1,BSE
INFY,2025-11-03T07:51:22.720105,2284.7984,10,1,NASDAQ
TCS,2025-11-03T07:51:23.720105,436.3255,10,0,NASDAQ
AAPL,2025-11-03T07:51:24.720105,3365.1809,50,1,NASDAQ
INFY,2025-11-03T07:51:25.720105,2361.501,200,1,NASDAQ
AAPL,2025-11-03T07:51:26.720105,1243.8616,5,0,NASDAQ
RELIANCE,2025-11-03T07:51:27.720105,274.7303,100,0,BSE
RELIANCE,2025-11-03T07:51:28.720105,390.0316,100,0,NASDAQ
AMZN,2025-11-03T07:51:29.720105,2169.0946,100,0,NASDAQ
AMZN,2025-11-03T07:51:30.720105,2571.7104,10,1,NSE
MSFT,2025-11-03T07:51:31.720105,2744.1437,1,1,NASDAQ
MSFT,2025-11-03T07:51:32.720105,3379.1742,5,1,NSE
AAPL,2025-11-03T07:51:33.720105,2380.7282,200,0,NASDAQ
TCS,2025-11-03T07:51:34.720105,2364.7334,50,0,BSE
INFY,2025-11-03T07:51:35.720105,342.905,200,1,NASDAQ
RELIANCE,2025-11-03T07:51:36.720105,1011.4167,100,0,BSE
MSFT,2025-11-03T07:51:37.720105,240.8786,100,0,NSE
GOOG,2025-11-03T07:51:38.720105,1735.6074,10,0,NSE
AAPL,2025-11-03T07:51:39.720105,2772.3638,100,1,BSE
AMZN,2025-11-03T07:51:40.720105,2942.2783,1,1,BSE
TSLA,2025-11-03T07:51:41.720105,975.9176,100,0,BSE
AMZN,2025-11-03T07:51:42.720105,1194.9184,10,1,NASDAQ
AAPL,2025-11-03T07:51:43.720105,2577.2777,10,0,BSE
MSFT,2025-11-03T07:51:44.720105,3056.1822,50,0,NSE
TSLA,2025-11-03T07:51:45.720105,1461.1625,200,0,NASDAQ
TCS,2025-11-03T07:51:46.720105,3129.4228,100,0,NASDAQ
GOOG,2025-11-03T07:51:47.720105,1495.4282,1,0,NSE
INFY,2025-11-03T07:51:48.720105,1941.0836,50,1,BSE
AMZN,2025-11-03T07:51:49.720105,2893.0977,50,0,NASDAQ
MSFT,2025-11-03T07:51:50.720105,477.0816,10,0,NASDAQ
TCS,2025-11-03T07:51:51.720105,166.7713,1,0,NSE
RELIANCE,2025-11-03T07:51:52.720105,2108.401,1,1,NSE
MSFT,2025-11-03T07:51:53.720105,3229.0844,200,1,BSE
GOOG,2025-11-03T07:51:54.720105,1092.5579,100,0,BSE
INFY,2025-11-03T07:51:55.720105,693.7447,10,0,NASDAQ
MSFT,2025-11-03T07:51:56.720105,1697.4634,10,0,NASDAQ
RELIANCE,2025-11-03T07:51:57.720105,1767.0091,50,0,NASDAQ
GOOG,2025-11-03T07:51:58.720105,3068.6915,200,0,NSE
TSLA,2025-11-03T07:51:59.720105,718.5947,200,1,NSE
INFY,2025-11-03T07:52:00.720105,863.7864,1,1,NSE
RELIANCE,2025-11-03T07:52:01.720105,55.6224,10,1,NASDAQ
AMZN,2025-11-03T07:52:02.720105,3193.5598,100,1,BSE
AAPL,2025-11-03T07:52:03.720105,340.4249,100,0,NASDAQ
TCS,2025-11-03T07:52:04.720105,1370.3104,200,1,BSE
MSFT,2025-11-03T07:52:05.720105,1721.753,10,1,BSE
TSLA,2025-11-03T07:52:06.720105,2932.5082,200,0,NASDAQ
GOOG,2025-11-03T07:52:07.720105,2678.5003,5,1,BSE
GOOG,2025-11-03T07:52:08.720105,2757.5918,10,0,NSE
INFY,2025-11-03T07:52:09.720105,2354.7195,50,1,NSE
TSLA,2025-11-03T07:52:10.720105,1041.703,50,1,NSE
AAPL,2025-11-03T07:52:11.720105,1187.2659,50,1,NASDAQ
TSLA,2025-11-03T07:52:12.720105,643.2973,50,0,BSE
INFY,2025-11-03T07:52:13.720105,1469.2838,50,1,NSE
TCS,2025-11-03T07:52:14.720105,1760.9267,10,0,NSE
TCS,2025-11-03T07:52:15.720105,1206.4761,200,1,NSE
MSFT,2025-11-03T07:52:16.720105,2389.1648,10,1,NSE
TCS,2025-11-03T07:52:17.720105,2730.1396,200,0,NSE
RELIANCE,2025-11-03T07:52:18.720105,1836.2043,1,1,NSE
TCS,2025-11-03T07:52:19.720105,3177.9172,1,1,NASDAQ
AAPL,2025-11-03T07:52:20.720105,3071.736,100,0,NASDAQ
INFY,2025-11-03T07:52:21.720105,2143.2488,10,1,NASDAQ
RELIANCE,2025-11-03T07:52:22.720105,3238.2582,100,1,NSE
MSFT,2025-11-03T07:52:23.720105,2667.3704,200,1,BSE
RELIANCE,2025-11-03T07:52:24.720105,1013.5623,10,1,NASDAQ
AAPL,2025-11-03T07:52:25.720105,2316.5222,100,0,NASDAQ
TSLA,2025-11-03T07:52:26.720105,1292.6069,10,0,NASDAQ
GOOG,2025-11-03T07:52:27.720105,333.241,200,0,BSE
TCS,2025-11-03T07:52:28.720105,1542.1977,1,1,NSE
GOOG,2025-11-03T07:52:29.720105,500.6853,50,0,BSE
TSLA,2025-11-03T07:52:30.720105,340.956,200,0,NASDAQ
TSLA,2025-11-03T07:52:31.720105,1594.0666,5,0,NASDAQ
AMZN,2025-11-03T07:52:32.720105,1756.5194,50,1,NSE
TSLA,2025-11-03T07:52:33.720105,826.9429,50,0,BSE
AMZN,2025-11-03T07:52:34.720105,2515.0073,100,0,BSE
AMZN,2025-11-03T07:52:35.720105,1662.9752,200,0,NASDAQ
GOOG,2025-11-03T07:52:36.720105,2139.7098,10,1,BSE
RELIANCE,2025-11-03T07:52:37.720105,2729.1263,5,1,NASDAQ
RELIANCE,2025-11-03T07:52:38.720105,2487.5242,10,1,NSE
TCS,2025-11-03T07:52:39.720105,661.5618,50,1,NASDAQ
MSFT,2025-11-03T07:52:40.720105,894.7187,10,0,NSE
TSLA,2025-11-03T07:52:41.720105,3316.1236,5,0,NASDAQ
TCS,2025-11-03T07:52:42.720105,3205.9447,10,0,NASDAQ
AMZN,2025-11-03T07:52:43.720105,786.0922,10,1,BSE
AMZN,2025-11-03T07:52:44.720105,998.8628,50,0,BSE
TSLA,2025-11-03T07:52:45.720105,507.6245,200,1,NASDAQ
RELIANCE,2025-11-03T07:52:46.720105,2606.8131,50,0,NSE
GOOG,2025-11-03T07:52:47.720105,2773.1709,50,1,BSE
AAPL,2025-11-03T07:52:48.720105,3128.282,1,0,NASDAQ
TSLA,2025-11-03T07:52:49.720105,444.9051,5,0,BSE
AAPL,2025-11-03T07:52:50.720105,1485.0894,10,0,BSE
AAPL,2025-11-03T07:52:51.720105,1686.2528,1,0,NSE
GOOG,2025-11-03T07:52:52.720105,689.7322,50,1,NASDAQ
AMZN,2025-11-03T07:52:53.720105,3496.0276,1,0,NSE
TSLA,2025-11-03T07:52:54.720105,1030.9202,5,1,NSE
MSFT,2025-11-03T07:52:55.720105,966.3117,100,1,NSE
TCS,2025-11-03T07:52:56.720105,1444.6106,100,0,BSE
RELIANCE,2025-11-03T07:52:57.720105,3355.6797,200,1,BSE
INFY,2025-11-03T07:52:58.720105,1280.5228,10,1,NSE
INFY,2025-11-03T07:52:59.720105,1229.5597,10,0,NSE
AAPL,2025-11-03T07:53:00.720105,916.9013,1,1,NSE
GOOG,2025-11-03T07:53:01.720105,2286.9229,100,0,NASDAQ
